,Unnamed: 0,Unnamed: 0.1,ExpID,DataSetID,wellID,treatment,conc_uM,Medium,plateID,tp,tp.live,measurement,obj,cell_line,mitoT_conc,Plate_type,size,extra_zoom,In_Focuse,id,picture,wellID2,info_for_ws170,channel_mitotracker,grayMitoImages,segmentedMitoImages,clusifiedMitoImages
788,788,1570,WS070,WS070_7,F03,DMSO,0.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,533,1,F03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F03_1/ws070_search-round_4_xy59c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F03_1_TP.png
789,789,1571,WS070,WS070_7,F03,DMSO,0.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,533,2,F03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F03_2/ws070_search-round_4_xy60c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F03_2_TP.png
790,790,1572,WS070,WS070_7,F04,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,534,1,F04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F04_1/ws070_search-round_4_xy61c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F04_1_TP.png
791,791,1573,WS070,WS070_7,F04,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,534,2,F04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F04_2/ws070_search-round_4_xy62c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F04_2_TP.png
792,792,1574,WS070,WS070_7,F05,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,535,1,F05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F05_1/ws070_search-round_4_xy63c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F05_1_TP.png
793,793,1575,WS070,WS070_7,F05,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,535,2,F05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F05_2/ws070_search-round_4_xy64c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F05_2_TP.png
794,794,1576,WS070,WS070_7,F06,oligomycin,0.5,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,536,1,F06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F06_1/ws070_search-round_4_xy65c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F06_1_TP.png
795,795,1577,WS070,WS070_7,F06,oligomycin,0.5,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,536,2,F06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F06_2/ws070_search-round_4_xy66c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F06_2_TP.png
796,796,1578,WS070,WS070_7,F07,oligomycin,0.05,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,537,1,F07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F07_1/ws070_search-round_4_xy67c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F07_1_TP.png
797,797,1579,WS070,WS070_7,F07,oligomycin,0.05,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,537,2,F07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F07_2/ws070_search-round_4_xy68c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F07_2_TP.png
798,798,1580,WS070,WS070_7,F08,oligomycin,0.005,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,538,1,F08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F08_1/ws070_search-round_4_xy69c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F08_1_TP.png
799,799,1581,WS070,WS070_7,F08,oligomycin,0.005,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,538,2,F08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/F08_2/ws070_search-round_4_xy70c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_F08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_F08_2_TP.png
800,800,1582,WS070,WS070_7,G02,DMEM,0.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,539,1,G02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G02_1/ws070_search-round_4_xy83c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G02_1_TP.png
801,801,1583,WS070,WS070_7,G02,DMEM,0.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,539,2,G02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G02_2/ws070_search-round_4_xy84c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G02_2_TP.png
802,802,1584,WS070,WS070_7,G03,DMSO,0.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,540,1,G03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G03_1/ws070_search-round_4_xy81c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G03_1_TP.png
803,803,1585,WS070,WS070_7,G03,DMSO,0.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,540,2,G03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G03_2/ws070_search-round_4_xy82c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G03_2_TP.png
804,804,1586,WS070,WS070_7,G04,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,541,1,G04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G04_1/ws070_search-round_4_xy79c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G04_1_TP.png
805,805,1587,WS070,WS070_7,G04,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,541,2,G04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G04_2/ws070_search-round_4_xy80c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G04_2_TP.png
806,806,1588,WS070,WS070_7,G05,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,542,1,G05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G05_1/ws070_search-round_4_xy77c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G05_1_TP.png
807,807,1589,WS070,WS070_7,G05,oligomycin,50.0,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,542,2,G05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G05_2/ws070_search-round_4_xy78c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G05_2_TP.png
808,808,1590,WS070,WS070_7,G06,oligomycin,0.5,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,543,1,G06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G06_1/ws070_search-round_4_xy75c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G06_1_TP.png
809,809,1591,WS070,WS070_7,G06,oligomycin,0.5,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,543,2,G06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G06_2/ws070_search-round_4_xy76c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G06_2_TP.png
810,810,1592,WS070,WS070_7,G07,oligomycin,0.05,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,544,1,G07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G07_1/ws070_search-round_4_xy73c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G07_1_TP.png
811,811,1593,WS070,WS070_7,G07,oligomycin,0.05,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,544,2,G07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G07_2/ws070_search-round_4_xy74c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G07_2_TP.png
812,812,1594,WS070,WS070_7,G08,oligomycin,0.005,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,545,1,G08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G08_1/ws070_search-round_4_xy71c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G08_1_TP.png
813,813,1595,WS070,WS070_7,G08,oligomycin,0.005,glucose,1,7.5,tp,mitoT,40x w,WT_HepG2,4000_10000,screenstar,1024,3x,YES,545,2,G08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_7/Images/tiff_wells_TP7/G08_2/ws070_search-round_4_xy72c2.tif,/data/yangh/MitoTData_20200427_B/WS070_7_G08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_7_G08_2_TP.png
814,814,1596,WS070,WS070_8,B02,DMEM,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,504,1,B02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B02_1/ws070_image-round_4_xy01c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B02_1_TP.png
815,815,1597,WS070,WS070_8,B02,DMEM,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,504,2,B02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B02_2/ws070_image-round_4_xy02c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B02_2_TP.png
816,816,1598,WS070,WS070_8,B03,DMSO,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,505,1,B03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B03_1/ws070_image-round_4_xy03c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B03_1_TP.png
817,817,1599,WS070,WS070_8,B03,DMSO,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,505,2,B03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B03_2/ws070_image-round_4_xy04c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B03_2_TP.png
818,818,1600,WS070,WS070_8,B04,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,506,1,B04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B04_1/ws070_image-round_4_xy05c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B04_1_TP.png
819,819,1601,WS070,WS070_8,B04,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,506,2,B04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B04_2/ws070_image-round_4_xy06c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B04_2_TP.png
820,820,1602,WS070,WS070_8,B05,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,507,1,B05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B05_1/ws070_image-round_4_xy07c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B05_1_TP.png
821,821,1603,WS070,WS070_8,B05,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,507,2,B05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B05_2/ws070_image-round_4_xy08c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B05_2_TP.png
822,822,1604,WS070,WS070_8,B06,oligomycin,0.5,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,508,1,B06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B06_1/ws070_image-round_4_xy09c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B06_1_TP.png
823,823,1605,WS070,WS070_8,B06,oligomycin,0.5,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,508,2,B06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B06_2/ws070_image-round_4_xy10c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B06_2_TP.png
824,824,1606,WS070,WS070_8,B07,oligomycin,0.05,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,509,1,B07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B07_1/ws070_image-round_4_xy11c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B07_1_TP.png
825,825,1607,WS070,WS070_8,B07,oligomycin,0.05,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,509,2,B07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B07_2/ws070_image-round_4_xy12c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B07_2_TP.png
826,826,1608,WS070,WS070_8,B08,oligomycin,0.005,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,510,1,B08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B08_1/ws070_image-round_4_xy13c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B08_1_TP.png
827,827,1609,WS070,WS070_8,B08,oligomycin,0.005,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,510,2,B08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/B08_2/ws070_image-round_4_xy14c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_B08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_B08_2_TP.png
828,828,1610,WS070,WS070_8,C02,DMEM,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,511,1,C02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C02_1/ws070_image-round_4_xy27c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C02_1_TP.png
829,829,1611,WS070,WS070_8,C02,DMEM,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,511,2,C02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C02_2/ws070_image-round_4_xy28c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C02_2_TP.png
830,830,1612,WS070,WS070_8,C03,DMSO,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,512,1,C03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C03_1/ws070_image-round_4_xy25c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C03_1_TP.png
831,831,1613,WS070,WS070_8,C03,DMSO,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,512,2,C03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C03_2/ws070_image-round_4_xy26c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C03_2_TP.png
832,832,1614,WS070,WS070_8,C04,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,513,1,C04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C04_1/ws070_image-round_4_xy23c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C04_1_TP.png
833,833,1615,WS070,WS070_8,C04,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,513,2,C04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C04_2/ws070_image-round_4_xy24c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C04_2_TP.png
834,834,1616,WS070,WS070_8,C05,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,514,1,C05_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C05_1/ws070_image-round_4_xy21c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C05_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C05_1_TP.png
835,835,1617,WS070,WS070_8,C05,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,514,2,C05_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C05_2/ws070_image-round_4_xy22c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C05_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C05_2_TP.png
836,836,1618,WS070,WS070_8,C06,oligomycin,0.5,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,515,1,C06_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C06_1/ws070_image-round_4_xy19c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C06_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C06_1_TP.png
837,837,1619,WS070,WS070_8,C06,oligomycin,0.5,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,515,2,C06_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C06_2/ws070_image-round_4_xy20c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C06_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C06_2_TP.png
838,838,1620,WS070,WS070_8,C07,oligomycin,0.05,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,516,1,C07_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C07_1/ws070_image-round_4_xy17c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C07_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C07_1_TP.png
839,839,1621,WS070,WS070_8,C07,oligomycin,0.05,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,516,2,C07_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C07_2/ws070_image-round_4_xy18c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C07_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C07_2_TP.png
840,840,1622,WS070,WS070_8,C08,oligomycin,0.005,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,517,1,C08_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C08_1/ws070_image-round_4_xy15c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C08_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C08_1_TP.png
841,841,1623,WS070,WS070_8,C08,oligomycin,0.005,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_40000,screenstar,1024,3x,YES,517,2,C08_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/C08_2/ws070_image-round_4_xy16c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_C08_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_C08_2_TP.png
842,842,1624,WS070,WS070_8,D02,DMEM,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,518,1,D02_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/D02_1/ws070_image-round_4_xy29c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_D02_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_D02_1_TP.png
843,843,1625,WS070,WS070_8,D02,DMEM,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,518,2,D02_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/D02_2/ws070_image-round_4_xy30c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_D02_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_D02_2_TP.png
844,844,1626,WS070,WS070_8,D03,DMSO,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,519,1,D03_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/D03_1/ws070_image-round_4_xy31c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_D03_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_D03_1_TP.png
845,845,1627,WS070,WS070_8,D03,DMSO,0.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,519,2,D03_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/D03_2/ws070_image-round_4_xy32c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_D03_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_D03_2_TP.png
846,846,1628,WS070,WS070_8,D04,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,520,1,D04_1,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/D04_1/ws070_image-round_4_xy33c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_D04_1_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_D04_1_TP.png
847,847,1629,WS070,WS070_8,D04,oligomycin,50.0,glucose,1,8.5,tp,mitoT,40x w,WT_HepG2,4000_20000,screenstar,1024,3x,YES,520,2,D04_2,,c2,/data/yangh/MitoTData_20200427_G/WS070_8/Images/tiff_wells_TP8/D04_2/ws070_image-round_4_xy34c2t1.tif,/data/yangh/MitoTData_20200427_B/WS070_8_D04_2_TP.tiff,/data/yangh/MitoTData_20200427_C/WS070_8_D04_2_TP.png
